JAN,SHOSINM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
9784083216886,海色ダイアリー　五つ子アイドルと謎の美少女,,海色ダイアリー　五つ子アイドルと謎の美少女,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,みゆ,集英社みらい文庫
9784083216879,霧島くんは普通じゃない　ヴァンパイアのアブナイ恋のほれ薬！？,,霧島くんは普通じゃない　ヴァンパイアのアブナイ恋のほれ薬！？,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,麻井深雪,集英社みらい文庫
9784083216688,僕のヒーローアカデミア　ＴＨＥ　ＭＯＶＩＥ　ワールド　ヒーローズ　ミッション　ノベライズ,,僕のヒーローアカデミア　ＴＨＥ　ＭＯＶＩＥ　ワールド　ヒーローズ　ミッション　ノベライズ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,堀越耕平,集英社みらい文庫
9784083215964,思い、思われ、ふり、ふられ　映画ノベライズ＜みらい文庫版＞,,思い、思われ、ふり、ふられ　映画ノベライズ＜みらい文庫版＞,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,はのまきみ,集英社みらい文庫
9784083216145,渚くんをお兄ちゃんとは呼ばない～だれよりもそばにいるのに～,,渚くんをお兄ちゃんとは呼ばない～だれよりもそばにいるのに～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083216213,絶望鬼ごっこ　うらぎりの地獄美術館,,絶望鬼ごっこ　うらぎりの地獄美術館,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083215896,渚くんをお兄ちゃんとは呼ばない～告白のこたえは…～,,渚くんをお兄ちゃんとは呼ばない～告白のこたえは…～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083217104,霧島くんは普通じゃない～林間学校で大騒ぎ！？ヴァンパイアの夏休み～,,霧島くんは普通じゃない～林間学校で大騒ぎ！？ヴァンパイアの夏休み～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,麻井深雪,集英社みらい文庫
9784083217111,海色ダイアリー～五つ子アイドルもドキドキ！？結亜のモデルオーディション！～,,海色ダイアリー～五つ子アイドルもドキドキ！？結亜のモデルオーディション！～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,みゆ,集英社みらい文庫
9784083216701,かぐや様は告らせたいー天才たちの恋愛頭脳戦ーファイナル　映画ノベライズ,,かぐや様は告らせたいー天才たちの恋愛頭脳戦ーファイナル　映画ノベライズ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,赤坂アカ,集英社みらい文庫
9784083216442,渚くんをお兄ちゃんとは呼ばない～好きから逃げない～,,渚くんをお兄ちゃんとは呼ばない～好きから逃げない～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083216022,青星学園★チームＥＹＥ－Ｓの事件ノート～ゆずの涙と、人魚のピアノの謎～,,青星学園★チームＥＹＥ－Ｓの事件ノート～ゆずの涙と、人魚のピアノの謎～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083217203,逃走中　オリジナルストーリー　ハンターまみれの大阪！？　夢にむかってつっぱしれ！,,逃走中　オリジナルストーリー　ハンターまみれの大阪！？　夢にむかってつっぱしれ！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,逃走中,集英社みらい文庫
9784083216206,青星学園★チームＥＹＥ－Ｓの事件ノート　ねらわれた翔太！？バレンタイン大戦争,,青星学園★チームＥＹＥ－Ｓの事件ノート　ねらわれた翔太！？バレンタイン大戦争,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083215490,僕のヒーローアカデミア　ＴＨＥ　ＭＯＶＩＥ　ヒーローズ：ライジング　ノベライズ,,僕のヒーローアカデミア　ＴＨＥ　ＭＯＶＩＥ　ヒーローズ：ライジング　ノベライズ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,小川彗,集英社みらい文庫
9784083216435,青星学園★チームＥＹＥ－Ｓの事件ノート～告白の答えは！？紫乃のホワイトデーパーティ～,,青星学園★チームＥＹＥ－Ｓの事件ノート～告白の答えは！？紫乃のホワイトデーパーティ～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083216480,絶望鬼ごっこ　凍てつく地獄花火大会,,絶望鬼ごっこ　凍てつく地獄花火大会,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083216312,絶叫学級　見えない侵入者編,,絶叫学級　見えない侵入者編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,はのまきみ,集英社みらい文庫
9784083215841,絶望鬼ごっこ　開かれし鬼の門,,絶望鬼ごっこ　開かれし鬼の門,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083212567,絶望鬼ごっこ　とざされた地獄小学校,,絶望鬼ごっこ　とざされた地獄小学校,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083215629,絶叫学級　黄泉の誕生編,,絶叫学級　黄泉の誕生編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,いしかわえみ,集英社みらい文庫
9784083216091,絶叫学級　繰りかえすコドモタチ編,,絶叫学級　繰りかえすコドモタチ編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,はのまきみ,集英社みらい文庫
9784083216756,渚くんをお兄ちゃんとは呼ばない～２度目の．．．好き～,,渚くんをお兄ちゃんとは呼ばない～２度目の．．．好き～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083215803,絶叫学級　むしばまれた家編,,絶叫学級　むしばまれた家編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,いしかわえみ,集英社みらい文庫
9784083216749,青星学園チームＥＹＥーＳの事件ノート　レオがピンチ！？沖縄恋愛事件の謎を解け！,,青星学園チームＥＹＥーＳの事件ノート　レオがピンチ！？沖縄恋愛事件の謎を解け！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083215254,かぐや様は告らせたい－天才たちの恋愛頭脳戦－　映画ノベライズ＜みらい文庫版＞,,かぐや様は告らせたい－天才たちの恋愛頭脳戦－　映画ノベライズ＜みらい文庫版＞,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,はのまきみ,集英社みらい文庫
9784083216558,絶叫学級　赤い断末魔編,,絶叫学級　赤い断末魔編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,いしかわえみ,集英社みらい文庫
9784083216848,絶叫学級　コンプレックスの奴隷編,,絶叫学級　コンプレックスの奴隷編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,はのまきみ,集英社みらい文庫
9784083212772,絶望鬼ごっこ　くらやみの地獄ショッピングモール,,絶望鬼ごっこ　くらやみの地獄ショッピングモール,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083214073,渚くんをお兄ちゃんとは呼ばない～ひみつの片思い～,,渚くんをお兄ちゃんとは呼ばない～ひみつの片思い～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083217319,霧島くんは普通じゃない　～ヴァンパイアと花火大会！　危険なナイトメア～,,霧島くんは普通じゃない　～ヴァンパイアと花火大会！　危険なナイトメア～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,麻井深雪,集英社みらい文庫
9784083216381,かぐや様は告らせたい～天才たちの恋愛頭脳戦～　まんがノベライズ　恋のバトルのはじまり編,,かぐや様は告らせたい～天才たちの恋愛頭脳戦～　まんがノベライズ　恋のバトルのはじまり編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,赤坂アカ,集英社みらい文庫
9784083216466,おチビがうちにやってきた！　未来が見える！？２才のちなつはトクベツな子,,おチビがうちにやってきた！　未来が見える！？２才のちなつはトクベツな子,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,柴野理奈子,集英社みらい文庫
9784083216947,青星学園★チームＥＹＥ－Ｓの事件ノート～「Ｒ」を探せ！　リョウと涙のピアノコンクール～,,青星学園★チームＥＹＥ－Ｓの事件ノート～「Ｒ」を探せ！　リョウと涙のピアノコンクール～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083214264,渚くんをお兄ちゃんとは呼ばない～ありえない告白～,,渚くんをお兄ちゃんとは呼ばない～ありえない告白～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083216831,絶望鬼ごっこ　罠だらけの地獄樹海,,絶望鬼ごっこ　罠だらけの地獄樹海,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083217067,渚くんをお兄ちゃんとは呼ばない～夏の再会と迷子のきもち～,,渚くんをお兄ちゃんとは呼ばない～夏の再会と迷子のきもち～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083215315,絶叫学級　還り道のない旅編,,絶叫学級　還り道のない旅編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,いしかわえみ,集英社みらい文庫
9784083217326,海色ダイアリー～五つ子アイドルが大ゲンカ！？二葉の初恋～,,海色ダイアリー　～五つ子アイドルが大ゲンカ！？　二葉の初恋～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,みゆ,集英社みらい文庫
9784083215520,絶望鬼ごっこ　とらわれの地獄村,,絶望鬼ごっこ　とらわれの地獄村,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083215643,渚くんをお兄ちゃんとは呼ばない～好きになっちゃってごめんね～,,渚くんをお兄ちゃんとは呼ばない～好きになっちゃってごめんね～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083213090,絶望鬼ごっこ　ひとりぼっちの地獄遊園地,,絶望鬼ごっこ　ひとりぼっちの地獄遊園地,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083216084,生き残りゲーム　ラストサバイバル　新たなチームと登れ！　サバイバルマウンテン,,生き残りゲーム　ラストサバイバル　新たなチームと登れ！　サバイバルマウンテン,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫
9784083216282,生き残りゲーム　ラストサバイバル　桜のように舞いちる！サバイバルサムライ,,生き残りゲーム　ラストサバイバル　桜のように舞いちる！サバイバルサムライ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫
9784083214523,渚くんをお兄ちゃんとは呼ばない～やきもちと言えなくて～,,渚くんをお兄ちゃんとは呼ばない～やきもちと言えなくて～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083212963,絶望鬼ごっこ　いつわりの地獄祭り,,絶望鬼ごっこ　いつわりの地獄祭り,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083213267,絶望鬼ごっこ　鬼だらけの地獄小学校,,絶望鬼ごっこ　鬼だらけの地獄小学校,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083217180,青星学園★チームＥＹＥーＳの事件ノート　キヨＶＳリョウ！？　【孤高の天才】のヒミツの恋心,,青星学園★チームＥＹＥーＳの事件ノート　キヨＶＳリョウ！？　【孤高の天才】のヒミツの恋心,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083215186,絶望鬼ごっこ～あやつられた地獄中学校～,,絶望鬼ごっこ～あやつられた地獄中学校～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083214295,絶望鬼ごっこ　決着の地獄小学校,,絶望鬼ごっこ　決着の地獄小学校,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083217357,鬼滅の刃　ノベライズ　猗窩座との戦いと伊之助の過去編,,鬼滅の刃　ノベライズ　～猗窩座との戦いと伊之助の過去編～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,吾峠呼世晴,集英社みらい文庫
9784083214936,渚くんをお兄ちゃんとは呼ばない～きみをひとりぼっちにしない～,,渚くんをお兄ちゃんとは呼ばない～きみをひとりぼっちにしない～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083214721,渚くんをお兄ちゃんとは呼ばない～あたしだって好き～,,渚くんをお兄ちゃんとは呼ばない～あたしだって好き～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083214806,絶望鬼ごっこ　きざまれた鬼のしるし,,絶望鬼ごっこ　きざまれた鬼のしるし,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083216817,チームＥＹＥ－Ｓ×渚くん　七つ星遊園地のゆずと千歌,,チームＥＹＥ－Ｓ×渚くん　七つ星遊園地のゆずと千歌,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083216152,キミと、いつか。　永遠の“約束”,,キミと、いつか。　永遠の“約束”,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,宮下恵茉,集英社みらい文庫
9784083213823,絶望鬼ごっこ　命がけの地獄アスレチック,,絶望鬼ごっこ　命がけの地獄アスレチック,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083215384,渚くんをお兄ちゃんとは呼ばない～絶対ないしょの恋の作戦～,,渚くんをお兄ちゃんとは呼ばない～絶対ないしょの恋の作戦～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083215155,渚くんをお兄ちゃんとは呼ばない～つきあえなくても好き～,,渚くんをお兄ちゃんとは呼ばない～つきあえなくても好き～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083216398,九死一生ゲーム　地獄東京！雷雨の山手線一周サバイバル,,九死一生ゲーム　地獄東京！雷雨の山手線一周サバイバル,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藤ダリオ,集英社みらい文庫
9784083213632,絶望鬼ごっこ　さよならの地獄病院,,絶望鬼ごっこ　さよならの地獄病院,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083216459,るろうに剣心最終章Ｔｈｅ　Ｆｉｎａｌ　映画ノベライズみらい文庫版,,るろうに剣心最終章Ｔｈｅ　Ｆｉｎａｌ　映画ノベライズみらい文庫版,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,平林佐和子,集英社みらい文庫
9784083216008,迷宮教室　最悪な先生と最高の友達,,迷宮教室　最悪な先生と最高の友達,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,あいはらしゅう,集英社みらい文庫
9784083217128,絶望鬼ごっこ　信じてはいけない地獄警察,,絶望鬼ごっこ　信じてはいけない地獄警察,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083213458,絶望鬼ごっこ　だれもいない地獄島,,絶望鬼ごっこ　だれもいない地獄島,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083214554,僕のヒーローアカデミア　ＴＨＥ　ＭＯＶＩＥ　２人の英雄－ヒーロー－　ノベライズ＜みらい文庫版＞,,僕のヒーローアカデミア　ＴＨＥ　ＭＯＶＩＥ　２人の英雄－ヒーロー－　ノベライズ＜みらい文庫版＞,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,小川彗,集英社みらい文庫
9784083215797,生き残りゲーム　ラストサバイバル　残酷な白い少年の話！運命のサバイバルさいころ,,生き残りゲーム　ラストサバイバル　残酷な白い少年の話！運命のサバイバルさいころ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫
9784083216664,おチビがうちにやってきた！　波乱のキャンプ！！　もう一人のトクベツな子,,おチビがうちにやってきた！　波乱のキャンプ！！　もう一人のトクベツな子,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,柴野理奈子,集英社みらい文庫
9784083215698,迷宮教室　出口のない悪魔小学校,,迷宮教室　出口のない悪魔小学校,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,あいはらしゅう,集英社みらい文庫
9784083217081,絶叫学級　ウワサ話の黒幕編,,絶叫学級　ウワサ話の黒幕編,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,いしかわえみ,集英社みらい文庫
9784083214042,絶望鬼ごっこ　ねらわれた地獄狩り,,絶望鬼ごっこ～ねらわれた地獄狩り～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,針とら,集英社みらい文庫
9784083216169,戦国ベースボール　夢の球宴！地獄オールスター！！,,戦国ベースボール　夢の球宴！地獄オールスター！！,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,りょくち真太,集英社みらい文庫
9784083216176,戦国姫－江の物語－,,戦国姫－江の物語－,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藤咲あゆな,集英社みらい文庫
9784083217210,ドラゴンボール超　スーパーヒーロー　映画ノベライズ　みらい文庫版,,ドラゴンボール超　スーパーヒーロー　映画ノベライズ　みらい文庫版,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,鳥山明,集英社みらい文庫
9784083216541,生き残りゲームラストサバイバル　あの日の誓いをかみしめて！サバイバルフードファイト,,生き残りゲームラストサバイバル　あの日の誓いをかみしめて！サバイバルフードファイト,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫
9784083215728,青星学園★チームＥＹＥ－Ｓの事件ノート～クロトの一日カノジョ大作戦～,,青星学園★チームＥＹＥ－Ｓの事件ノート～クロトの一日カノジョ大作戦～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083214110,青星学園★チームＥＹＥ－Ｓの事件ノート～勝利の女神は忘れない～,,青星学園★チームＥＹＥ－Ｓの事件ノート～勝利の女神は忘れない～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083216190,迷宮教室　終わらない呪いと止まらない想い,,迷宮教室　終わらない呪いと止まらない想い,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,あいはらしゅう,集英社みらい文庫
9784083216183,恐怖チャンネル　なぞのＫチューバーと呪いの動画,,恐怖チャンネル　なぞのＫチューバーと呪いの動画,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藍沢羽衣,集英社みらい文庫
9784083216077,放課後、きみがピアノをひいていたから～約束～,,放課後、きみがピアノをひいていたから～約束～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,柴野理奈子,集英社みらい文庫
9784083213762,生き残りゲーム　ラストサバイバル　最後に歩けるのはだれだ！？,,生き残りゲーム　ラストサバイバル　最後に歩けるのはだれだ！？,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫
9784083216824,生き残りゲーム　ラストサバイバル　絶望感染！サバイバルゾンビ鬼,,生き残りゲーム　ラストサバイバル　絶望感染！サバイバルゾンビ鬼,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫
9784083216572,絶対好きにならない同盟　甘いヒミツがある、あいつのこと,,絶対好きにならない同盟　甘いヒミツがある、あいつのこと,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,夜野せせり,集英社みらい文庫
9784083215605,生き残りゲーム　ラストサバイバル　チームで勝ち抜け！サバイバルウォーター,,生き残りゲーム　ラストサバイバル　チームで勝ち抜け！サバイバルウォーター,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫
9784083216336,天宮家の王子さま　わたしがメイドになったわけ,,天宮家の王子さま　わたしがメイドになったわけ,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,白井ごはん,集英社みらい文庫
9784083215483,青星学園★チームＥＹＥ－Ｓの事件ノート～ひとりぼっちのキヨと、クリスマスの奇跡～,,青星学園★チームＥＹＥ－Ｓの事件ノート～ひとりぼっちのキヨと、クリスマスの奇跡～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083215926,戦国姫―織田の姫君たち―,,戦国姫―織田の姫君たち―,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,藤咲あゆな,集英社みらい文庫
9784083214370,青星学園★チームＥＹＥ－Ｓの事件ノート～ロミオと青い星のひみつ～,,青星学園★チームＥＹＥ－Ｓの事件ノート～ロミオと青い星のひみつ～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083216060,ウソカレ！？　はじめての“デート”は波乱の予感です,,ウソカレ！？　はじめての“デート”は波乱の予感です,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,神戸遥真,集英社みらい文庫
9784083216329,絶滅世界　ブラックイートモンスターズ　喰いちぎられる世界で生き残るために,,絶滅世界　ブラックイートモンスターズ　喰いちぎられる世界で生き残るために,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,大久保開,集英社みらい文庫
9784083215919,戦国ベースボール　地獄ベースボール暗死苦！炎の最終決戦！！信長ｖｓ信長！？,,戦国ベースボール　地獄ベースボール暗死苦！炎の最終決戦！！信長ｖｓ信長！？,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,りょくち真太,集英社みらい文庫
9784083215759,ウソカレ！？　この“恋”はだれにもナイショです,,ウソカレ！？　この“恋”はだれにもナイショです,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,神戸遥真,集英社みらい文庫
9784083215261,青星学園★チームＥＹＥ－Ｓの事件ノート～レオのドレスと、ハロウィンの黒い怪人～,,青星学園★チームＥＹＥ－Ｓの事件ノート～レオのドレスと、ハロウィンの黒い怪人～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
9784083214585,青星学園★チームＥＹＥ－Ｓの事件ノート～キヨの笑顔を取りもどせ！～,,青星学園★チームＥＹＥ－Ｓの事件ノート～キヨの笑顔を取りもどせ！～,児童書,児童文庫,児童文庫,集英社みらい文庫,集英社,相川真,集英社みらい文庫
