JAN,SHOSINM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
9784046321251,映画　すみっコぐらし　青い月夜のまほうのコ,,映画　すみっコぐらし　青い月夜のまほうのコ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,サンエックス,角川つばさ文庫
9784046316905,星のカービィ　メタナイトと銀河最強の戦士,,星のカービィ　メタナイトと銀河最強の戦士,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046316547,星のカービィ　ロボボプラネットの大冒険！,,星のカービィ　ロボボプラネットの大冒険！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046320476,時間割男子　新男子登場、英語くん！？,６,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫
9784046320285,絶体絶命ゲーム　豪華客船で中学生大会！,９,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046316813,絶体絶命ゲーム　１億円争奪サバイバル,,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046310033,ぼくらの七日間戦争,,ぼくらの七日間戦争,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫
9784046317315,星のカービィ　結成！カービィハンターズＺの巻,,星のカービィ　結成！カービィハンターズＺの巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046313362,星のカービィ　あぶないグルメ屋敷！？の巻,,星のカービィ　あぶないグルメ屋敷！？の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046320902,時間割男子　恋と事件の委員会！,７,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫
9784046320155,泣きたい私は猫をかぶる,,泣きたい私は猫をかぶる,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,岩佐まもる,角川つばさ文庫
9784046317810,星のカービィ　決戦！　バトルデラックス！！,,星のカービィ　決戦！　バトルデラックス！！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046315793,星のカービィ　大迷宮のトモダチを救え！の巻,,星のカービィ　大迷宮のトモダチを救え！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046317285,絶体絶命ゲーム　死のタワーからの大脱出,２,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046319272,天気の子,,天気の子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,新海誠,角川つばさ文庫
9784046320292,絶体絶命ゲーム　人形館の呪いを解け！？,１０,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046319302,星のカービィ　虹の島々を救え！の巻,,星のカービィ　虹の島々を救え！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046315144,星のカービィ　プププランドで大レース！の巻,,星のカービィ　プププランドで大レース！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046314376,星のカービィ　大盗賊ドロッチェ団あらわる！の巻,,星のカービィ　大盗賊ドロッチェ団あらわる！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046319944,いみちぇん！　永遠のきずな,１９,いみちぇん！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,あさばみゆき,角川つばさ文庫
9784046319487,絶体絶命ゲーム　スリル満点の入学式！,７,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046317834,本当はこわい話　かくされた真実、君は気づける？,,本当はこわい話,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,小林丸々,角川つばさ文庫
9784046313881,星のカービィ　くらやみ森で大さわぎ！の巻,,星のカービィ　くらやみ森で大さわぎ！の巻,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046313256,ジュニア　空想科学読本,,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫
9784046321664,四つ子ぐらし　秋の遠足と仲直りの方法,１２,四つ子ぐらし,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫
9784046317612,絶体絶命ゲーム　東京迷路を駆けぬけろ！,３,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046318947,星のカービィ　毛糸の世界で大事件！,,星のカービィ　毛糸の世界で大事件！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046314833,星のカービィ　メタナイトとあやつり姫,,星のカービィ　メタナイトとあやつり姫,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,高瀬美恵,角川つばさ文庫
9784046320254,恐怖コレクター　終わりと始まり,１５,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046320193,ジュニア　空想科学読本,２０,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫
9784046320216,ジュニア　空想科学読本,２２,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫
9784046319692,スイッチ！　どっちかなんて、選べません！,６,スイッチ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫
9784046318282,絶体絶命ゲーム　絶望島からの脱出サバイバル！,４,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046320209,ジュニア　空想科学読本,２１,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫
9784046320919,時間割男子　答えさがしのハワイ旅行,８,時間割男子,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,一ノ瀬三葉,角川つばさ文庫
9784046315267,恐怖コレクター　顔のない子供,１,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046319470,絶体絶命ゲーム　地獄行きの暴走列車！,６,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046320650,恐怖コレクター　青いフードの少年,１６,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046318558,絶体絶命ゲーム　禁断“裏ゲーム”に潜入せよ！,５,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046319388,映画　すみっコぐらし　とびだす絵本とひみつのコ,,映画　すみっコぐらし　とびだす絵本とひみつのコ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,角田貴志,角川つばさ文庫
9784046320049,世界一クラブ　ねらわれたクリスを救え！,,世界一クラブ　ねらわれたクリスを救え！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046320483,怪盗レッド　夏の旅行はキケンの香り☆の巻,１９,怪盗レッド,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,秋木真,角川つばさ文庫
9784046320353,スイッチ！×こちらパーティー編集部っ！　私たち、入れ替わっちゃった！？,１,スイッチ！×こちらパーティー編集部っ！　私たち、入れ替わっちゃった！？,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫
9784046320506,スイッチ！　本当の気持ちは…伝えません！,７,スイッチ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫
9784046320032,世界一クラブ　ハワイ旅行は大さわぎ！,,世界一クラブ　ハワイ旅行は大さわぎ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046320315,サキヨミ！　ヒミツの二人で未来を変える！？,１,サキヨミ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,七海まち,角川つばさ文庫
9784046320421,理花のおかしな実験室　お菓子づくりはナゾだらけ！？,１,理花のおかしな実験室,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,やまもとふみ,角川つばさ文庫
9784046317407,世界一クラブ　最強の小学生、あつまる！,,世界一クラブ　最強の小学生、あつまる！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046315274,恐怖コレクター　呪いの鬼ごっこ,２,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046319999,本当はこわい話　赤のパスワード,６,本当はこわい話,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,小林丸々,角川つばさ文庫
9784046318442,本当はこわい話　君はもう、だまされている,２,本当はこわい話,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,小林丸々,角川つばさ文庫
9784046319746,恐怖コレクター　集められた呪い,１４,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046321176,ジュニア　空想科学読本,２３,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫
9784046320438,おもしろい話、集めました。Ｒ,,おもしろい話、集めました。Ｒ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,ひのひまり,角川つばさ文庫
9784046320766,世界一クラブ　あぶない！？すみれの世界大会,,世界一クラブ　あぶない！？すみれの世界大会,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046320667,恐怖コレクター　消えた村,１７,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046317674,スイッチ！　イケメン地獄はもうカンベン！,１,スイッチ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫
9784046315687,恐怖コレクター　真夜中の笑い声,３,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046319951,本当はこわい話　真実に挑む者,５,本当はこわい話,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,小林丸々,角川つばさ文庫
9784046320513,スイッチ！　告白なんてしないでください！,８,スイッチ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫
9784046321084,世界一クラブ　お祭りさわぎの花火大会！,,世界一クラブ　お祭りさわぎの花火大会！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046319838,ジュニア　空想科学読本,１９,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫
9784046318664,世にも奇妙な商品カタログ　インスタント死神・友だちクジ他,１,世にも奇妙な商品カタログ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,地図十行路,角川つばさ文庫
9784046318794,本当はこわい話　意味がわかるとゾッとする,３,本当はこわい話,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,小林丸々,角川つばさ文庫
9784046320100,１％　絶対変わらないキモチ,１６,１％,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,このはなさくら,角川つばさ文庫
9784046320322,サキヨミ！　未来も絆も大ピンチ！,２,サキヨミ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,七海まち,角川つばさ文庫
9784046310705,怪盗レッド　２代目怪盗、デビューする☆の巻,１,怪盗レッド,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,秋木真,角川つばさ文庫
9784046321381,恐怖コレクター　明かされた過去,１８,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046310460,ぼくらの天使ゲーム,,ぼくらの天使ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫
9784046321350,絶体絶命ゲーム　廃墟の島で、最強中学決戦,１１,絶体絶命ゲーム,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,藤ダリオ,角川つばさ文庫
9784046316417,君の名は。,,君の名は。,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,新海誠,角川つばさ文庫
9784046320001,本当はこわい話　黒のパスワード,７,本当はこわい話,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,小林丸々,角川つばさ文庫
9784046314260,ジュニア　空想科学読本,２,ジュニア　空想科学読本,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,柳田理科雄,角川つばさ文庫
9784046321091,世界一クラブ　無人島でサバイバル・キャンプ！？,,世界一クラブ　無人島でサバイバル・キャンプ！？,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046320407,理花のおかしな実験室　難問、友情ゼリーにいどめ！,２,理花のおかしな実験室,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,やまもとふみ,角川つばさ文庫
9784046317414,世界一クラブ　テレビ取材で大スクープ！,,世界一クラブ　テレビ取材で大スクープ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046317681,スイッチ！　デビュー直前！好きにならないでください！！,２,スイッチ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫
9784046319579,怪盗レッド　銀色の髪の転校生☆の巻,１８,怪盗レッド,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,秋木真,角川つばさ文庫
9784046316288,恐怖コレクター　青い傘の悪夢,４,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046319807,ぼくらの『第九』殺人事件,,ぼくらの『第九』殺人事件,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫
9784046320537,ぼくらの秘密結社,,ぼくらの秘密結社,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,宗田理,角川つばさ文庫
9784046321411,ふたごチャレンジ！　「フツウ」なんかブッとばせ！！,１,ふたごチャレンジ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,七都にい,角川つばさ文庫
9784046317865,世界一クラブ　伝説の男と大勝負！？,,世界一クラブ　伝説の男と大勝負！？,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046319500,ぼくらの７日間戦争　劇場版アニメ,,ぼくらの７日間戦争　劇場版アニメ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,伊豆平成,角川つばさ文庫
9784046320490,怪盗レッド　パートナーからのＳＯＳ☆の巻,２０,怪盗レッド,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,秋木真,角川つばさ文庫
9784046320827,サキヨミ！　大波乱！？部活とテストと恋心,３,サキヨミ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,七海まち,角川つばさ文庫
9784046318787,本当はこわい話　だましたはずが、だまされる,４,本当はこわい話,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,小林丸々,角川つばさ文庫
9784046318169,世界一クラブ　宿泊体験はサプライズ！？,,世界一クラブ　宿泊体験はサプライズ！？,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046318497,スイッチ！　大キライも好きのうち！？,３,スイッチ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫
9784046316677,恐怖コレクター　不幸のアプリ,５,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046319258,世界一クラブ　１００％フラれる大告白！？,,世界一クラブ　１００％フラれる大告白！？,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046321404,スイッチ！　ちょっと待った！カレカノ宣言、注意報！,９,スイッチ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫
9784046319241,世界一クラブ　水族館爆破まであと１０分！？,,世界一クラブ　水族館爆破まであと１０分！？,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046318695,恐怖コレクター　１３日の金曜日,１３,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046320384,世にも奇妙な商品カタログ　何かのエサ・高みの見物チケット他,５,世にも奇妙な商品カタログ,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,地図十行路,角川つばさ文庫
9784046318961,スイッチ！　サヨナラだけは絶対にダメです！,４,スイッチ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,深海ゆずは,角川つばさ文庫
9784046320803,理花のおかしな実験室　自由研究はあまくない！？,３,理花のおかしな実験室,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,やまもとふみ,角川つばさ文庫
9784046321008,サキヨミ！　彼のヒミツと大切な人,４,サキヨミ！,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,七海まち,角川つばさ文庫
9784046318985,世界一クラブ　デートもテストも大ピンチ！？,,世界一クラブ　デートもテストも大ピンチ！？,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,大空なつき,角川つばさ文庫
9784046319906,一年間だけ。　いつもキミを見ていた,５,一年間だけ。,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,安芸咲良,角川つばさ文庫
9784046316684,恐怖コレクター　消える犬,６,恐怖コレクター,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,佐東みどり,角川つばさ文庫
9784046310989,怪盗レッド　中学生探偵、あらわる☆の巻,２,怪盗レッド,児童書,児童文庫,児童文庫,角川つばさ文庫,ＫＡＤＯＫＡＷＡ,秋木真,角川つばさ文庫
